gift_no,donor_id,amount,gift_date,pledge_no
4013,573,375,2020-02-10,392
4014,236,2083.33,2020-02-13,399
4015,430,1041.67,2020-02-13,384
4016,734,833.33,2020-02-13,403
4017,684,375,2020-02-14,406
4018,875,1041.67,2020-02-14,380
4019,749,500,2020-02-18,388
4020,211,125,2020-02-19,400
4021,417,1041.67,2020-02-19,347
4022,123,583.33,2020-02-20,386
4023,951,2083.33,2020-02-20,316
4024,922,500,2020-02-21,413
4025,258,833.33,2020-02-24,409
4026,497,125,2020-02-26,395
4027,536,500,2020-02-26,410
4028,42,833.33,2020-02-27,411
4029,286,83.33,2020-02-27,414
4030,403,2083.33,2020-02-27,387
4031,690,2083.33,2020-02-28,390
4032,190,2083.33,2020-02-29,367
4033,428,500,2020-02-29,391
4034,715,2083.33,2020-02-29,377
4035,933,458.33,2020-02-29,412
4036,142,100,2020-03-01,
4037,38,1041.67,2020-03-02,348
4038,74,2777.78,2020-03-02,408
4039,240,1458.33,2020-03-02,401
4040,530,2083.33,2020-03-02,368
4041,690,2083.33,2020-03-02,379
4042,940,2083.33,2020-03-04,352
4043,960,400,2020-03-04,
4044,473,166.67,2020-03-05,393
4045,583,2083.33,2020-03-05,369
4046,765,83.33,2020-03-06,397
4047,533,1041.67,2020-03-08,405
4048,595,100,2020-03-08,
4049,382,333.33,2020-03-09,402
4050,807,583.33,2020-03-09,398
4051,527,700,2020-03-10,
4052,573,375,2020-03-10,392
4053,27,500,2020-03-11,415
4054,236,2083.33,2020-03-13,399
4055,430,1041.67,2020-03-13,384
4056,734,833.33,2020-03-13,403
4057,489,208.33,2020-03-14,416
4058,684,375,2020-03-14,406
4059,875,1041.67,2020-03-14,380
4060,749,500,2020-03-18,388
4061,211,125,2020-03-19,400
4062,417,1041.67,2020-03-19,347
4063,67,333.33,2020-03-20,417
4064,637,1041.67,2020-03-20,418
4065,488,800,2020-03-21,
4066,922,500,2020-03-21,413
4067,258,833.33,2020-03-24,409
4068,584,500,2020-03-25,
4069,497,125,2020-03-26,395
4070,536,500,2020-03-26,410
4071,714,400,2020-03-26,
4072,42,833.33,2020-03-27,411
4073,286,83.33,2020-03-27,414
4074,403,2083.33,2020-03-27,387
4075,690,2083.33,2020-03-28,390
4076,908,500,2020-03-28,419
4077,190,2083.33,2020-03-30,367
4078,428,500,2020-03-30,391
4079,933,458.33,2020-03-30,412
4080,715,2083.33,2020-03-31,377
4081,38,1041.67,2020-04-02,348
4082,74,2777.78,2020-04-02,408
4083,240,1458.33,2020-04-02,401
4084,530,2083.33,2020-04-02,368
4085,690,2083.33,2020-04-02,379
4086,630,833.33,2020-04-04,420
4087,940,2083.33,2020-04-04,352
4088,473,166.67,2020-04-05,393
4089,583,2083.33,2020-04-05,369
4090,765,83.33,2020-04-06,397
4091,533,1041.67,2020-04-08,405
4092,382,333.33,2020-04-09,402
4093,769,300,2020-04-09,421
4094,807,583.33,2020-04-09,398
4095,573,375,2020-04-10,392
4096,236,2083.33,2020-04-13,399
4097,430,1041.67,2020-04-13,384
4098,734,833.33,2020-04-13,403
4099,489,208.33,2020-04-14,416
4100,684,375,2020-04-14,406
4101,875,1041.67,2020-04-14,380
4102,211,125,2020-04-19,400
4103,219,583.33,2020-04-19,423
4104,583,400,2020-04-19,422
4105,67,333.33,2020-04-20,417
4106,637,1041.67,2020-04-20,418
4107,922,500,2020-04-21,413
4108,258,833.33,2020-04-24,409
4109,497,125,2020-04-26,395
4110,536,500,2020-04-26,410
4111,42,833.33,2020-04-27,411
4112,286,83.33,2020-04-27,414
4113,403,2083.33,2020-04-27,387
4114,690,2083.33,2020-04-28,390
4115,908,500,2020-04-28,419
4116,190,2083.33,2020-04-30,367
4117,428,500,2020-04-30,391
4118,715,2083.33,2020-04-30,377
4119,933,458.33,2020-04-30,412
4120,74,2777.78,2020-05-02,408
4121,240,1458.33,2020-05-02,401
4122,530,2083.33,2020-05-02,368
4123,690,2083.33,2020-05-02,379
4124,630,833.33,2020-05-04,420
4125,940,2083.33,2020-05-04,352
4126,473,166.67,2020-05-05,393
4127,583,2083.33,2020-05-05,369
4128,987,200,2020-05-05,
4129,133,83.33,2020-05-06,424
4130,492,200,2020-05-06,
4131,765,83.33,2020-05-06,397
4132,533,1041.67,2020-05-08,405
4133,382,333.33,2020-05-09,402
4134,769,300,2020-05-09,421
4135,807,583.33,2020-05-09,398
4136,573,375,2020-05-10,392
4137,236,2083.33,2020-05-13,399
4138,430,1041.67,2020-05-13,384
4139,734,833.33,2020-05-13,403
4140,901,1000,2020-05-13,
4141,489,208.33,2020-05-14,416
4142,684,375,2020-05-14,406
4143,875,1041.67,2020-05-14,380
4144,211,125,2020-05-19,400
4145,219,583.33,2020-05-19,423
4146,67,333.33,2020-05-20,417
4147,637,1041.67,2020-05-20,418
4148,922,500,2020-05-21,413
4149,93,300,2020-05-22,
4150,258,833.33,2020-05-24,409
4151,497,125,2020-05-26,395
4152,536,500,2020-05-26,410
4153,42,833.33,2020-05-27,411
4154,286,83.33,2020-05-27,414
4155,403,2083.33,2020-05-27,387
4156,568,900,2020-05-28,
4157,690,2083.33,2020-05-28,390
4158,908,500,2020-05-28,419
4159,190,2083.33,2020-05-30,367
4160,428,500,2020-05-30,391
4161,933,458.33,2020-05-30,412
4162,715,2083.33,2020-05-31,377
4163,759,300,2020-05-31,
4164,74,2777.78,2020-06-02,408
4165,240,1458.33,2020-06-02,401
4166,530,2083.33,2020-06-02,368
4167,690,2083.33,2020-06-02,379
4168,713,800,2020-06-02,
4169,911,300,2020-06-02,
4170,425,600,2020-06-03,
4171,193,500,2020-06-04,425
4172,630,833.33,2020-06-04,420
4173,940,2083.33,2020-06-04,352
4174,473,166.67,2020-06-05,393
4175,583,2083.33,2020-06-05,369
4176,133,83.33,2020-06-06,424
4177,242,416.67,2020-06-06,426
4178,765,83.33,2020-06-06,397
4179,224,250,2020-06-07,427
4180,533,1041.67,2020-06-08,405
4181,382,333.33,2020-06-09,402
4182,807,583.33,2020-06-09,398
4183,573,375,2020-06-10,392
4184,236,2083.33,2020-06-13,399
4185,430,1041.67,2020-06-13,384
4186,734,833.33,2020-06-13,403
4187,489,208.33,2020-06-14,416
4188,684,375,2020-06-14,406
4189,875,1041.67,2020-06-14,380
4190,299,700,2020-06-17,
4191,72,800,2020-06-18,
4192,236,541.67,2020-06-18,428
4193,211,125,2020-06-19,400
4194,219,583.33,2020-06-19,423
4195,67,333.33,2020-06-20,417
4196,637,1041.67,2020-06-20,418
4197,953,700,2020-06-20,
4198,922,500,2020-06-21,413
4199,258,833.33,2020-06-24,409
4200,476,400,2020-06-25,
4201,512,600,2020-06-25,
4202,497,125,2020-06-26,395
4203,536,500,2020-06-26,410
4204,42,833.33,2020-06-27,411
4205,286,83.33,2020-06-27,414
4206,403,2083.33,2020-06-27,387
4207,690,2083.33,2020-06-28,390
4208,908,500,2020-06-28,419
4209,190,2083.33,2020-06-30,367
4210,715,2083.33,2020-06-30,377
4211,933,458.33,2020-06-30,412
4212,74,2777.78,2020-07-02,408
4213,240,1458.33,2020-07-02,401
4214,530,2083.33,2020-07-02,368
4215,690,2083.33,2020-07-02,379
4216,630,833.33,2020-07-04,420
4217,940,2083.33,2020-07-04,352
4218,473,166.67,2020-07-05,393
4219,583,2083.33,2020-07-05,369
4220,133,83.33,2020-07-06,424
4221,242,416.67,2020-07-06,426
4222,765,83.33,2020-07-06,397
4223,224,250,2020-07-07,427
4224,923,400,2020-07-07,
4225,533,1041.67,2020-07-08,405
4226,766,100,2020-07-08,
4227,382,333.33,2020-07-09,402
4228,807,583.33,2020-07-09,398
4229,652,800,2020-07-11,
4230,661,100,2020-07-11,
4231,979,300,2020-07-11,
4232,236,2083.33,2020-07-13,399
4233,430,1041.67,2020-07-13,384
4234,734,833.33,2020-07-13,403
4235,489,208.33,2020-07-14,416
4236,684,375,2020-07-14,406
4237,875,1041.67,2020-07-14,380
4238,907,500,2020-07-17,
4239,236,541.67,2020-07-18,428
4240,211,125,2020-07-19,400
4241,219,583.33,2020-07-19,423
4242,793,700,2020-07-19,
4243,67,333.33,2020-07-20,417
4244,637,1041.67,2020-07-20,418
4245,922,500,2020-07-21,413
4246,647,400,2020-07-22,
4247,258,833.33,2020-07-24,409
4248,351,400,2020-07-25,
4249,497,125,2020-07-26,395
4250,536,500,2020-07-26,410
4251,42,833.33,2020-07-27,411
4252,286,83.33,2020-07-27,414
4253,403,2083.33,2020-07-27,387
4254,690,2083.33,2020-07-28,390
4255,908,500,2020-07-28,419
4256,5,400,2020-07-29,429
4257,190,2083.33,2020-07-30,367
4258,933,458.33,2020-07-30,412
4259,715,2083.33,2020-07-31,377
4260,74,2777.78,2020-08-02,408
4261,240,1458.33,2020-08-02,401
4262,530,2083.33,2020-08-02,368
4263,690,2083.33,2020-08-02,379
4264,937,625,2020-08-02,430
4265,630,833.33,2020-08-04,420
4266,940,2083.33,2020-08-04,352
4267,583,2083.33,2020-08-05,369
4268,133,83.33,2020-08-06,424
4269,242,416.67,2020-08-06,426
4270,765,83.33,2020-08-06,397
4271,899,500,2020-08-06,
4272,224,250,2020-08-07,427
4273,533,1041.67,2020-08-08,405
4274,382,333.33,2020-08-09,402
4275,807,583.33,2020-08-09,398
4276,110,100,2020-08-10,
4277,236,2083.33,2020-08-13,399
4278,430,1041.67,2020-08-13,384
4279,464,833.33,2020-08-13,431
4280,734,833.33,2020-08-13,403
4281,489,208.33,2020-08-14,416
4282,684,375,2020-08-14,406
4283,875,1041.67,2020-08-14,380
4284,537,900,2020-08-17,
4285,236,541.67,2020-08-18,428
4286,211,125,2020-08-19,400
4287,219,583.33,2020-08-19,423
4288,67,333.33,2020-08-20,417
4289,637,1041.67,2020-08-20,418
4290,922,500,2020-08-21,413
4291,258,833.33,2020-08-24,409
4292,536,500,2020-08-26,410
4293,14,833.33,2020-08-27,432
4294,42,833.33,2020-08-27,411
4295,286,83.33,2020-08-27,414
4296,403,2083.33,2020-08-27,387
4297,690,2083.33,2020-08-28,390
4298,908,500,2020-08-28,419
4299,441,100,2020-08-29,
4300,190,2083.33,2020-08-30,367
4301,933,458.33,2020-08-30,412
4302,715,2083.33,2020-08-31,377
4303,74,2777.78,2020-09-02,408
4304,240,1458.33,2020-09-02,401
4305,530,2083.33,2020-09-02,368
4306,690,2083.33,2020-09-02,379
4307,937,625,2020-09-02,430
4308,207,100,2020-09-04,
4309,630,833.33,2020-09-04,420
4310,940,2083.33,2020-09-04,352
4311,583,2083.33,2020-09-05,369
4312,133,83.33,2020-09-06,424
4313,242,416.67,2020-09-06,426
4314,772,700,2020-09-06,
4315,224,250,2020-09-07,427
4316,533,1041.67,2020-09-08,405
4317,382,333.33,2020-09-09,402
4318,526,100,2020-09-10,433
4319,236,2083.33,2020-09-13,399
4320,430,1041.67,2020-09-13,384
4321,464,833.33,2020-09-13,431
4322,734,833.33,2020-09-13,403
4323,489,208.33,2020-09-14,416
4324,684,375,2020-09-14,406
4325,875,1041.67,2020-09-14,380
4326,659,100,2020-09-15,
4327,483,625,2020-09-17,434
4328,236,541.67,2020-09-18,428
4329,219,583.33,2020-09-19,423
4330,928,300,2020-09-19,
4331,67,333.33,2020-09-20,417
4332,637,1041.67,2020-09-20,418
4333,104,500,2020-09-21,435
4334,371,1041.67,2020-09-21,436
4335,922,500,2020-09-21,413
4336,258,833.33,2020-09-24,409
4337,264,200,2020-09-24,437
4338,536,500,2020-09-26,410
4339,14,833.33,2020-09-27,432
4340,42,833.33,2020-09-27,411
4341,286,83.33,2020-09-27,414
4342,403,2083.33,2020-09-27,387
4343,690,2083.33,2020-09-28,390
4344,908,500,2020-09-28,419
4345,190,2083.33,2020-09-30,367
4346,715,2083.33,2020-09-30,377
4347,933,458.33,2020-09-30,412
4348,74,2777.78,2020-10-02,408
4349,530,2083.33,2020-10-02,368
4350,690,2083.33,2020-10-02,379
4351,937,625,2020-10-02,430
4352,150,100,2020-10-03,
4353,630,833.33,2020-10-04,420
4354,940,2083.33,2020-10-04,352
4355,91,200,2020-10-05,
4356,583,2083.33,2020-10-05,369
4357,133,83.33,2020-10-06,424
4358,242,416.67,2020-10-06,426
4359,224,250,2020-10-07,427
4360,533,1041.67,2020-10-08,405
4361,127,300,2020-10-11,
4362,236,2083.33,2020-10-13,399
4363,430,1041.67,2020-10-13,384
4364,464,833.33,2020-10-13,431
4365,734,833.33,2020-10-13,403
4366,489,208.33,2020-10-14,416
4367,684,375,2020-10-14,406
4368,875,1041.67,2020-10-14,380
4369,994,200,2020-10-16,
4370,483,625,2020-10-17,434
4371,236,541.67,2020-10-18,428
4372,249,166.67,2020-10-18,438
4373,219,583.33,2020-10-19,423
4374,67,333.33,2020-10-20,417
4375,395,600,2020-10-20,
4376,637,1041.67,2020-10-20,418
4377,371,1041.67,2020-10-21,436
4378,922,500,2020-10-21,413
4379,258,833.33,2020-10-24,409
4380,536,500,2020-10-26,410
4381,622,300,2020-10-26,
4382,14,833.33,2020-10-27,432
4383,42,833.33,2020-10-27,411
4384,286,83.33,2020-10-27,414
4385,403,2083.33,2020-10-27,387
4386,645,600,2020-10-27,
4387,592,400,2020-10-28,439
4388,690,2083.33,2020-10-28,390
4389,908,500,2020-10-28,419
4390,58,600,2020-10-30,
4391,190,2083.33,2020-10-30,367
4392,422,800,2020-10-30,
4393,933,458.33,2020-10-30,412
4394,715,2083.33,2020-10-31,377
4395,15,416.67,2020-11-01,440
4396,74,2777.78,2020-11-02,408
4397,530,2083.33,2020-11-02,368
4398,690,2083.33,2020-11-02,379
4399,937,625,2020-11-02,430
4400,630,833.33,2020-11-04,420
4401,940,2083.33,2020-11-04,352
4402,583,2083.33,2020-11-05,369
4403,133,83.33,2020-11-06,424
4404,242,416.67,2020-11-06,426
4405,224,250,2020-11-07,427
4406,533,1041.67,2020-11-08,405
4407,997,250,2020-11-09,441
4408,275,166.67,2020-11-12,442
4409,236,2083.33,2020-11-13,399
4410,430,1041.67,2020-11-13,384
4411,464,833.33,2020-11-13,431
4412,475,300,2020-11-13,443
4413,734,833.33,2020-11-13,403
4414,489,208.33,2020-11-14,416
4415,684,375,2020-11-14,406
4416,875,1041.67,2020-11-14,380
4417,368,700,2020-11-16,
4418,483,625,2020-11-17,434
4419,236,541.67,2020-11-18,428
4420,249,166.67,2020-11-18,438
4421,219,583.33,2020-11-19,423
4422,67,333.33,2020-11-20,417
4423,637,1041.67,2020-11-20,418
4424,371,1041.67,2020-11-21,436
4425,922,500,2020-11-21,413
4426,814,200,2020-11-23,444
4427,258,833.33,2020-11-24,409
4428,325,700,2020-11-24,
4429,536,500,2020-11-26,410
4430,14,833.33,2020-11-27,432
4431,42,833.33,2020-11-27,411
4432,286,83.33,2020-11-27,414
4433,403,2083.33,2020-11-27,387
4434,690,2083.33,2020-11-28,390
4435,908,500,2020-11-28,419
4436,190,2083.33,2020-11-30,367
4437,715,2083.33,2020-11-30,377
4438,933,458.33,2020-11-30,412
4439,997,500,2020-11-30,445
4440,15,416.67,2020-12-01,440
4441,74,2777.78,2020-12-02,408
4442,690,2083.33,2020-12-02,379
4443,937,625,2020-12-02,430
4444,366,83.33,2020-12-04,446
4445,630,833.33,2020-12-04,420
4446,940,2083.33,2020-12-04,352
4447,133,83.33,2020-12-06,424
4448,242,416.67,2020-12-06,426
4449,224,250,2020-12-07,427
4450,533,1041.67,2020-12-08,405
4451,997,250,2020-12-09,441
4452,31,200,2020-12-10,
4453,275,166.67,2020-12-12,442
4454,236,2083.33,2020-12-13,399
4455,430,1041.67,2020-12-13,384
4456,464,833.33,2020-12-13,431
4457,734,833.33,2020-12-13,403
4458,489,208.33,2020-12-14,416
4459,875,1041.67,2020-12-14,380
4460,967,700,2020-12-14,
4461,698,100,2020-12-15,
4462,799,541.67,2020-12-16,447
4463,483,625,2020-12-17,434
4464,236,541.67,2020-12-18,428
4465,249,166.67,2020-12-18,438
4466,219,583.33,2020-12-19,423
4467,67,333.33,2020-12-20,417
4468,637,1041.67,2020-12-20,418
4469,371,1041.67,2020-12-21,436
4470,922,500,2020-12-21,413
4471,545,300,2020-12-23,448
4472,258,833.33,2020-12-24,409
4473,536,500,2020-12-26,410
4474,836,600,2020-12-26,
4475,14,833.33,2020-12-27,432
4476,42,833.33,2020-12-27,411
4477,286,83.33,2020-12-27,414
4478,403,2083.33,2020-12-27,387
4479,690,2083.33,2020-12-28,390
4480,908,500,2020-12-28,419
4481,190,2083.33,2020-12-30,367
4482,933,458.33,2020-12-30,412
4483,997,500,2020-12-30,445
4484,715,2083.33,2020-12-31,377
4485,15,416.67,2021-01-01,440
4486,74,2777.78,2021-01-02,408
4487,690,2083.33,2021-01-02,379
4488,937,625,2021-01-02,430
4489,23,2777.78,2021-01-04,449
4490,366,83.33,2021-01-04,446
4491,630,833.33,2021-01-04,420
4492,940,2083.33,2021-01-04,352
4493,133,83.33,2021-01-06,424
4494,242,416.67,2021-01-06,426
4495,224,250,2021-01-07,427
4496,866,1458.33,2021-01-07,450
4497,533,1041.67,2021-01-08,405
4498,997,250,2021-01-09,441
4499,465,166.67,2021-01-11,451
4500,275,166.67,2021-01-12,442
4501,236,2083.33,2021-01-13,399
4502,430,1041.67,2021-01-13,384
4503,464,833.33,2021-01-13,431
4504,514,2500,2021-01-13,
4505,734,833.33,2021-01-13,403
4506,128,166.67,2021-01-14,452
4507,489,208.33,2021-01-14,416
4508,875,1041.67,2021-01-14,380
4509,799,541.67,2021-01-16,447
4510,483,625,2021-01-17,434
4511,684,450,2021-01-17,453
4512,236,541.67,2021-01-18,428
4513,249,166.67,2021-01-18,438
4514,219,583.33,2021-01-19,423
4515,67,333.33,2021-01-20,417
4516,637,1041.67,2021-01-20,418
4517,371,1041.67,2021-01-21,436
4518,922,500,2021-01-21,413
4519,545,300,2021-01-23,448
4520,258,833.33,2021-01-24,409
4521,14,833.33,2021-01-27,432
4522,42,833.33,2021-01-27,411
4523,286,83.33,2021-01-27,414
4524,403,2083.33,2021-01-27,387
4525,690,2083.33,2021-01-28,390
4526,908,500,2021-01-28,419
4527,516,541.67,2021-01-29,454
4528,190,2083.33,2021-01-30,367
4529,997,500,2021-01-30,445
4530,715,2083.33,2021-01-31,377
4531,15,416.67,2021-02-01,440
4532,74,2777.78,2021-02-02,408
4533,937,625,2021-02-02,430
4534,23,2777.78,2021-02-04,449
4535,366,83.33,2021-02-04,446
4536,630,833.33,2021-02-04,420
4537,940,2083.33,2021-02-04,352
4538,903,2500,2021-02-05,
4539,133,83.33,2021-02-06,424
4540,242,416.67,2021-02-06,426
4541,666,200,2021-02-06,
4542,224,250,2021-02-07,427
4543,866,1458.33,2021-02-07,450
4544,533,1041.67,2021-02-08,405
4545,274,200,2021-02-09,
4546,997,250,2021-02-09,441
4547,465,166.67,2021-02-11,451
4548,275,166.67,2021-02-12,442
4549,236,2083.33,2021-02-13,399
4550,358,100,2021-02-13,
4551,430,1041.67,2021-02-13,384
4552,464,833.33,2021-02-13,431
4553,734,833.33,2021-02-13,403
4554,128,166.67,2021-02-14,452
4555,489,208.33,2021-02-14,416
4556,799,541.67,2021-02-16,447
4557,483,625,2021-02-17,434
4558,684,450,2021-02-17,453
4559,21,833.33,2021-02-18,455
4560,236,541.67,2021-02-18,428
4561,249,166.67,2021-02-18,438
4562,219,583.33,2021-02-19,423
4563,67,333.33,2021-02-20,417
4564,637,1041.67,2021-02-20,418
4565,371,1041.67,2021-02-21,436
4566,258,833.33,2021-02-24,409
4567,14,833.33,2021-02-27,432
4568,42,833.33,2021-02-27,411
4569,403,2083.33,2021-02-27,387
4570,190,2083.33,2021-02-28,367
4571,516,541.67,2021-02-28,454
4572,690,2083.33,2021-02-28,390
4573,715,2083.33,2021-02-28,377
4574,908,500,2021-02-28,419
4575,997,500,2021-02-28,445
4576,15,416.67,2021-03-01,440
4577,294,200,2021-03-01,
4578,74,2777.78,2021-03-02,408
4579,937,625,2021-03-02,430
4580,23,2777.78,2021-03-04,449
4581,366,83.33,2021-03-04,446
4582,630,833.33,2021-03-04,420
4583,940,2083.33,2021-03-04,352
4584,133,83.33,2021-03-06,424
4585,242,416.67,2021-03-06,426
4586,224,250,2021-03-07,427
4587,866,1458.33,2021-03-07,450
4588,963,500,2021-03-07,
4589,533,1041.67,2021-03-08,405
4590,997,250,2021-03-09,441
4591,465,166.67,2021-03-11,451
4592,490,400,2021-03-11,
4593,275,166.67,2021-03-12,442
4594,236,2083.33,2021-03-13,399
4595,464,833.33,2021-03-13,431
4596,734,833.33,2021-03-13,403
4597,128,166.67,2021-03-14,452
4598,799,541.67,2021-03-16,447
4599,483,625,2021-03-17,434
4600,21,833.33,2021-03-18,455
4601,236,541.67,2021-03-18,428
4602,249,166.67,2021-03-18,438
4603,219,583.33,2021-03-19,423
4604,458,100,2021-03-19,
4605,371,1041.67,2021-03-21,436
4606,258,833.33,2021-03-24,409
4607,585,700,2021-03-24,
4608,14,833.33,2021-03-27,432
4609,42,833.33,2021-03-27,411
4610,403,2083.33,2021-03-27,387
4611,690,2083.33,2021-03-28,390
4612,516,541.67,2021-03-29,454
4613,190,2083.33,2021-03-30,367
4614,997,500,2021-03-30,445
4615,715,2083.33,2021-03-31,377
4616,15,416.67,2021-04-01,440
4617,74,2777.78,2021-04-02,408
4618,132,2083.33,2021-04-02,456
4619,937,625,2021-04-02,430
4620,23,2777.78,2021-04-04,449
4621,366,83.33,2021-04-04,446
4622,630,833.33,2021-04-04,420
4623,940,2083.33,2021-04-04,352
4624,133,83.33,2021-04-06,424
4625,242,416.67,2021-04-06,426
4626,224,250,2021-04-07,427
4627,866,1458.33,2021-04-07,450
4628,443,125,2021-04-08,457
4629,533,1041.67,2021-04-08,405
4630,997,250,2021-04-09,441
4631,263,700,2021-04-10,
4632,465,166.67,2021-04-11,451
4633,275,166.67,2021-04-12,442
4634,236,2083.33,2021-04-13,399
4635,464,833.33,2021-04-13,431
4636,734,833.33,2021-04-13,403
4637,128,166.67,2021-04-14,452
4638,648,541.67,2021-04-15,458
4639,799,541.67,2021-04-16,447
4640,483,625,2021-04-17,434
4641,21,833.33,2021-04-18,455
4642,236,541.67,2021-04-18,428
4643,249,166.67,2021-04-18,438
4644,371,1041.67,2021-04-21,436
4645,258,833.33,2021-04-24,409
4646,877,350,2021-04-26,459
4647,14,833.33,2021-04-27,432
4648,42,833.33,2021-04-27,411
4649,295,500,2021-04-27,
4650,403,2083.33,2021-04-27,387
4651,690,2083.33,2021-04-28,390
4652,516,541.67,2021-04-29,454
4653,190,2083.33,2021-04-30,367
4654,715,2083.33,2021-04-30,377
4655,974,300,2021-04-30,
4656,997,500,2021-04-30,445
4657,12,200,2021-05-01,
4658,15,416.67,2021-05-01,440
4659,74,2777.78,2021-05-02,408
4660,132,2083.33,2021-05-02,456
4661,479,500,2021-05-02,460
4662,937,625,2021-05-02,430
4663,23,2777.78,2021-05-04,449
4664,366,83.33,2021-05-04,446
4665,630,833.33,2021-05-04,420
4666,940,2083.33,2021-05-04,352
4667,980,166.67,2021-05-05,461
4668,242,416.67,2021-05-06,426
4669,224,250,2021-05-07,427
4670,866,1458.33,2021-05-07,450
4671,443,125,2021-05-08,457
4672,533,1041.67,2021-05-08,405
4673,997,250,2021-05-09,441
4674,465,166.67,2021-05-11,451
4675,275,166.67,2021-05-12,442
4676,786,700,2021-05-12,
4677,236,2083.33,2021-05-13,399
4678,464,833.33,2021-05-13,431
4679,734,833.33,2021-05-13,403
4680,128,166.67,2021-05-14,452
4681,648,541.67,2021-05-15,458
4682,799,541.67,2021-05-16,447
4683,483,625,2021-05-17,434
4684,21,833.33,2021-05-18,455
4685,236,541.67,2021-05-18,428
4686,249,166.67,2021-05-18,438
4687,663,600,2021-05-20,
4688,371,1041.67,2021-05-21,436
4689,258,833.33,2021-05-24,409
4690,877,350,2021-05-26,459
4691,14,833.33,2021-05-27,432
4692,42,833.33,2021-05-27,411
4693,403,2083.33,2021-05-27,387
4694,776,2500,2021-05-27,
4695,690,2083.33,2021-05-28,390
4696,755,350,2021-05-28,462
4697,516,541.67,2021-05-29,454
4698,190,2083.33,2021-05-30,367
4699,997,500,2021-05-30,445
4700,715,2083.33,2021-05-31,377
4701,15,416.67,2021-06-01,440
4702,74,2777.78,2021-06-02,408
4703,132,2083.33,2021-06-02,456
4704,479,500,2021-06-02,460
4705,937,625,2021-06-02,430
4706,834,800,2021-06-03,
4707,23,2777.78,2021-06-04,449
4708,366,83.33,2021-06-04,446
4709,630,833.33,2021-06-04,420
4710,642,833.33,2021-06-05,463
4711,980,166.67,2021-06-05,461
4712,866,1458.33,2021-06-07,450
4713,443,125,2021-06-08,457
4714,533,1041.67,2021-06-08,405
4715,997,250,2021-06-09,441
4716,362,100,2021-06-11,
4717,465,166.67,2021-06-11,451
4718,275,166.67,2021-06-12,442
4719,236,2083.33,2021-06-13,399
4720,346,2000,2021-06-13,
4721,464,833.33,2021-06-13,431
4722,734,833.33,2021-06-13,403
4723,128,166.67,2021-06-14,452
4724,648,541.67,2021-06-15,458
4725,799,541.67,2021-06-16,447
4726,483,625,2021-06-17,434
4727,21,833.33,2021-06-18,455
4728,249,166.67,2021-06-18,438
4729,564,700,2021-06-20,
4730,371,1041.67,2021-06-21,436
4731,258,833.33,2021-06-24,409
4732,340,200,2021-06-26,
4733,14,833.33,2021-06-27,432
4734,42,833.33,2021-06-27,411
4735,403,2083.33,2021-06-27,387
4736,755,350,2021-06-28,462
4737,516,541.67,2021-06-29,454
4738,13,833.33,2021-06-30,464
4739,190,2083.33,2021-06-30,367
4740,715,2083.33,2021-06-30,377
4741,997,500,2021-06-30,445
4742,15,416.67,2021-07-01,440
4743,74,2777.78,2021-07-02,408
4744,132,2083.33,2021-07-02,456
4745,479,500,2021-07-02,460
4746,937,625,2021-07-02,430
4747,918,166.67,2021-07-03,465
4748,23,2777.78,2021-07-04,449
4749,366,83.33,2021-07-04,446
4750,630,833.33,2021-07-04,420
4751,642,833.33,2021-07-05,463
4752,980,166.67,2021-07-05,461
4753,866,1458.33,2021-07-07,450
4754,176,1000,2021-07-08,
4755,443,125,2021-07-08,457
4756,533,1041.67,2021-07-08,405
4757,997,250,2021-07-09,441
4758,320,450,2021-07-11,466
4759,465,166.67,2021-07-11,451
4760,275,166.67,2021-07-12,442
4761,673,600,2021-07-12,
4762,236,2083.33,2021-07-13,399
4763,464,833.33,2021-07-13,431
4764,734,833.33,2021-07-13,403
4765,128,166.67,2021-07-14,452
4766,550,200,2021-07-14,
4767,648,541.67,2021-07-15,458
4768,287,1041.67,2021-07-16,467
4769,799,541.67,2021-07-16,447
4770,40,500,2021-07-17,
4771,483,625,2021-07-17,434
4772,21,833.33,2021-07-18,455
4773,249,166.67,2021-07-18,438
4774,827,416.67,2021-07-18,468
4775,371,1041.67,2021-07-21,436
4776,711,500,2021-07-21,
4777,258,833.33,2021-07-24,409
4778,14,833.33,2021-07-27,432
4779,42,833.33,2021-07-27,411
4780,403,2083.33,2021-07-27,387
4781,412,600,2021-07-27,
4782,516,541.67,2021-07-29,454
4783,190,2083.33,2021-07-30,367
4784,997,500,2021-07-30,445
4785,13,833.33,2021-07-31,464
4786,715,2083.33,2021-07-31,377
4787,15,416.67,2021-08-01,440
4788,74,2777.78,2021-08-02,408
4789,132,2083.33,2021-08-02,456
4790,479,500,2021-08-02,460
4791,918,166.67,2021-08-03,465
4792,23,2777.78,2021-08-04,449
4793,353,400,2021-08-04,
4794,366,83.33,2021-08-04,446
4795,630,833.33,2021-08-04,420
4796,642,833.33,2021-08-05,463
4797,980,166.67,2021-08-05,461
4798,866,1458.33,2021-08-07,450
4799,443,125,2021-08-08,457
4800,533,1041.67,2021-08-08,405
4801,635,1000,2021-08-08,
4802,997,250,2021-08-09,441
4803,320,450,2021-08-11,466
4804,465,166.67,2021-08-11,451
4805,275,166.67,2021-08-12,442
